booking_id,passenger_id,flight_id,booking_date,status,seat_number,status_was_unknown,passport_hash,booking_total_amount,payment_count,payments_missing_amount,has_payment
B1456,P1166,AI120,2025-04-24 11:37:36.951,PENDING,17F,False,5a9decaf9f666f3c,,0,,False
B1457,P1699,6F134,2025-06-11 11:37:36.951,CANCELLED,32D,False,e90d08f37554a4c1,5769.17,1,0.0,True
B1458,P1168,UK102,2025-11-19 11:37:36.951,CONFIRMED,10B,False,8c863b912fb6ad5b,8073.17,1,0.0,True
B1459,P1800,SJ199,2025-06-10 11:37:36.951,CANCELLED,1F,False,e37631adc08f60b5,19085.7,3,0.0,True
B1460,P1978,6F235,2025-10-01 11:37:36.951,PENDING,32E,False,36305bc7a19651ae,,0,,False
B1461,P1228,UK065,2025-10-14 11:37:36.951,PENDING,33F,False,6b7a23519919598a,30261.46,3,0.0,True
B1462,P1978,6F135,2025-12-03 11:37:36.951,CANCELLED,26D,False,1c836d246353c5eb,6497.79,1,0.0,True
B1463,P1608,SJ148,2026-02-10 11:37:36.951,PENDING,31C,False,a8908ea0d873d96f,6844.58,2,0.0,True
B1464,P1366,AI083,2026-03-07 11:37:36.951,CANCELLED,6B,False,a36424fea031cd60,4535.96,1,0.0,True
B1465,P1527,UK024,2025-07-02 11:37:36.951,PENDING,5C,False,f3d8051ae3af38a2,,0,,False
B1466,P1790,UK220,2025-04-27 11:37:36.951,CANCELLED,28B,False,0d7de1d68c78800e,,0,,False
B1467,P1646,UK115,2025-04-30 11:37:36.951,CANCELLED,25A,False,05c44066bd1e8e39,13307.54,1,0.0,True
B1468,P1537,AI255,2025-07-16 11:37:36.951,CONFIRMED,14F,False,1f33284cff88ab9e,25336.54,2,0.0,True
B1469,P1863,6F001,2025-12-25 11:37:36.951,CONFIRMED,11A,False,46cd5162942e9301,,0,,False
B1470,P1523,6F132,2025-05-27 11:37:36.951,CANCELLED,24E,False,1163697508a5f818,,0,,False
B1471,P1071,UK184,2026-03-28 11:37:36.951,PENDING,8E,False,b2ae0b75cd969e8e,,0,,False
B1472,P1644,6F098,2025-06-06 11:37:36.951,PENDING,3D,False,cab189fffc7c96f2,,0,,False
B1473,P1105,SJ168,2025-07-19 11:37:36.951,PENDING,21F,False,cd16aba760ee19dc,,0,,False
B1474,P1731,SJ178,2025-07-28 11:37:36.951,CANCELLED,14C,False,2ada2f10651b6cfc,32760.32,3,0.0,True
B1475,P1884,UK111,2026-03-07 11:37:36.951,CANCELLED,2C,False,d3b0f81937bb5ca1,21399.98,3,0.0,True
B1476,P1964,SJ051,2026-02-27 11:37:36.951,CANCELLED,32E,False,0aa782f1cffaede0,,0,,False
B1477,P1688,SJ193,2025-07-06 11:37:36.951,CANCELLED,18E,False,5efdbcc773b1b59b,17403.75,3,0.0,True
B1478,P1281,SJ039,2026-02-24 11:37:36.951,CONFIRMED,28D,False,b723cd611111fc4b,2928.68,1,0.0,True
B1479,P1132,UK066,2025-12-17 11:37:36.951,CANCELLED,22B,False,29b3e1989ffe3507,16478.5,2,0.0,True
B1480,P1533,SJ050,2026-03-14 11:37:36.951,PENDING,34B,False,43122e9c74445539,3112.82,1,0.0,True
B1481,P1974,6F052,2025-06-11 11:37:36.951,CONFIRMED,4D,False,2ffa724e85f669eb,,0,,False
B1482,P1268,SJ170,2025-08-29 11:37:36.951,PENDING,14E,False,1c77bc61d4c7137c,17749.28,2,0.0,True
B1483,P1411,SJ119,2025-06-09 11:37:36.951,UNKNOWN,26B,True,533ad13d51365938,10562.26,1,0.0,True
B1484,P1672,AI219,2025-05-07 11:37:36.951,CONFIRMED,13B,False,102a2c385e677cd5,,0,,False
B1485,P1618,6F220,2025-07-05 11:37:36.951,CANCELLED,12D,False,89188c7a67e58520,,0,,False
B1486,P1790,AI207,2025-05-04 11:37:36.951,CONFIRMED,3D,False,ea5dea4ae1a33fff,20297.6,3,0.0,True
B1487,P1864,6F024,2026-01-26 11:37:36.951,PENDING,5E,False,6d67f56d14a55dc1,,0,,False
B1488,P1746,SJ073,2025-05-04 11:37:36.951,CANCELLED,27E,False,51cd8dacf17c1040,22623.03,2,0.0,True
B1489,P1017,SJ201,2025-07-08 11:37:36.951,CANCELLED,24F,False,300a01712ba3416f,,0,,False
B1490,P1753,AI180,2026-03-10 11:37:36.951,CONFIRMED,29B,False,ae56dcc447495b26,1217.88,2,1.0,True
B1491,P1116,UK022,2025-07-16 11:37:36.951,CONFIRMED,18F,False,e70d6f6b22b0a70f,6534.99,1,0.0,True
B1492,P1797,AI202,2026-03-27 11:37:36.951,CANCELLED,29C,False,940e5aaf79ece181,,0,,False
B1493,P1793,6F212,2025-06-01 11:37:36.952,CONFIRMED,26D,False,f45f047ffd612813,,0,,False
B1494,P1143,6F163,2025-06-09 11:37:36.952,CANCELLED,23F,False,5fd8c4bb34f06502,,0,,False
B1495,P1716,UK028,2025-10-15 11:37:36.952,CONFIRMED,27D,False,7af84c1d3a32f1bc,17491.12,2,0.0,True
B1496,P1550,6F243,2026-03-21 11:37:36.952,PENDING,7D,False,ec4066593c6f6216,2901.65,1,0.0,True
B1497,P1928,AI165,2025-09-02 11:37:36.952,CONFIRMED,11F,False,5221f172a66b928a,,0,,False
B1498,P1665,UK099,2025-07-18 11:37:36.952,PENDING,3D,False,d5e944a97a5cd1c7,,0,,False
B1499,P1687,AI033,2025-06-17 11:37:36.952,UNKNOWN,17C,True,b791e3f8a774a9b5,,0,,False
B1500,P1960,UK056,2025-04-30 11:37:36.952,CONFIRMED,22D,False,a0f081c1a00d26b3,1303.07,1,0.0,True
B1501,P1752,SJ122,2025-09-04 11:37:36.952,CANCELLED,23D,False,ab7cd69cc76c5d31,27890.44,3,1.0,True
B1502,P1421,AI086,2025-10-15 11:37:36.952,CONFIRMED,23F,False,ddf13f868ea69538,17966.76,2,0.0,True
B1503,P1897,SJ011,2025-10-17 11:37:36.952,CONFIRMED,25C,False,1ca01b177e8a4a90,,0,,False
B1504,P1368,SJ021,2025-04-21 11:37:36.952,PENDING,4E,False,0697e216d8613f2f,32259.76,3,0.0,True
B1505,P1645,SJ106,2025-11-29 11:37:36.952,CONFIRMED,8F,False,fb4e3e6b53e34afe,7472.98,1,0.0,True
B1506,P1557,SJ026,2026-01-29 11:37:36.952,CANCELLED,9E,False,0262ec0e8b7ce785,,0,,False
B1507,P1049,SJ245,2025-11-27 11:37:36.952,PENDING,20A,False,763beb890dd79bae,4865.21,1,0.0,True
B1508,P1677,AI023,2025-07-31 11:37:36.952,UNKNOWN,9C,True,83970a78fae4115b,14679.26,3,0.0,True
B1509,P1105,AI032,2025-09-25 11:37:36.952,CANCELLED,14F,False,38a206bc81e38b1e,,0,,False
B1510,P1215,AI236,2025-05-11 11:37:36.952,CANCELLED,19F,False,e2511fec17a2890a,3179.45,1,0.0,True
B1511,P1657,6F094,2025-12-24 11:37:36.952,CANCELLED,15C,False,d443d779ad5028fb,12346.57,1,0.0,True
B1512,P1922,UK163,2025-12-21 11:37:36.952,PENDING,4A,False,a0e6780d347cd3c8,5747.83,1,0.0,True
B1513,P1424,UK163,2025-06-30 11:37:36.952,CONFIRMED,32B,False,4bf8bf099bbe52a4,22716.67,2,0.0,True
B1514,P1071,SJ045,2025-05-07 11:37:36.952,CANCELLED,21E,False,c7fe537401e84756,,1,1.0,True
B1515,P1987,SJ006,2025-07-06 11:37:36.952,PENDING,26A,False,e928dc5ed2a4b600,,0,,False
B1516,P1841,SJ103,2025-08-05 11:37:36.952,CANCELLED,34F,False,393146b1544c1c97,3242.75,1,0.0,True
B1517,P1784,6F221,2026-01-16 11:37:36.952,UNKNOWN,31B,True,c25cd2f235ccdc30,,1,1.0,True
B1518,P1758,SJ147,2026-03-20 11:37:36.952,UNKNOWN,30A,True,6dcc1ca09b1374d3,,0,,False
B1519,P1445,SJ064,2026-03-25 11:37:36.952,PENDING,3C,False,51ab4fe76f1c4e51,14857.83,2,0.0,True
B1520,P1924,AI028,2026-04-02 11:37:36.952,CONFIRMED,27A,False,ce8a4e3583fbab06,14340.74,1,0.0,True
B1521,P1185,AI148,2025-11-08 11:37:36.952,PENDING,31E,False,d330abdebe99feee,10629.67,3,1.0,True
B1522,P1069,6F263,2025-08-31 11:37:36.952,CONFIRMED,1C,False,e44d7278b991d020,,0,,False
B1523,P1973,SJ067,2025-05-19 11:37:36.952,PENDING,21F,False,75f6a5ea92c4ff26,10733.84,2,1.0,True
B1524,P1149,6F061,2025-06-17 11:37:36.952,PENDING,23D,False,3eaf87dc6f8f3d8d,9831.83,2,0.0,True
B1525,P1245,AI254,2025-05-29 11:37:36.952,UNKNOWN,11E,True,5609d7f7bf3c5b19,7869.06,1,0.0,True
B1526,P1773,SJ136,2025-11-15 11:37:36.952,CONFIRMED,17D,False,d3ddb6508ac06b90,12889.82,2,0.0,True
B1527,P1537,AI046,2025-07-09 11:37:36.952,PENDING,8A,False,41d9879ccf241840,11891.78,1,0.0,True
B1528,P1934,UK174,2026-03-28 11:37:36.952,PENDING,6E,False,de9f41ccdf67db07,,0,,False
B1529,P1651,6F066,2025-04-30 11:37:36.952,UNKNOWN,34C,True,96be0e8de816ee66,,0,,False
B1530,P1098,UK095,2025-12-08 11:37:36.952,UNKNOWN,23E,True,93c62c8e85f80694,29065.67,3,0.0,True
B1531,P1909,6F063,2026-04-01 11:37:36.952,PENDING,30F,False,9d0d8d163e3284be,23911.21,3,1.0,True
B1532,P1277,UK118,2025-04-22 11:37:36.952,PENDING,30A,False,488fbdf1bd95b15e,24295.6,3,1.0,True
B1533,P1562,UK218,2025-09-15 11:37:36.952,PENDING,28D,False,3fb67786dfbd6f3d,,0,,False
B1534,P1662,UK031,2025-09-11 11:37:36.952,CONFIRMED,34E,False,bd661be71b554430,12347.23,1,0.0,True
B1535,P1943,UK142,2026-04-02 11:37:36.952,PENDING,6C,False,b407b773a02fa625,19520.85,2,0.0,True
B1536,P1454,AI002,2025-06-01 11:37:36.952,UNKNOWN,4C,True,3dcaa9a647420af2,6548.99,1,0.0,True
B1537,P1103,UK070,2025-10-08 11:37:36.952,CONFIRMED,21F,False,a725fd490478679f,9202.57,1,0.0,True
B1538,P1945,SJ121,2026-03-17 11:37:36.952,PENDING,8E,False,979668db0f60af3d,,0,,False
B1539,P1600,UK201,2025-06-11 11:37:36.952,CONFIRMED,20B,False,bd330f2167a7c877,17509.78,2,0.0,True
B1540,P1652,AI138,2026-01-15 11:37:36.952,CANCELLED,7E,False,a6eb8bd7231d4ddd,3640.69,1,0.0,True
B1541,P1724,SJ014,2025-12-16 11:37:36.952,CONFIRMED,26A,False,130885c75275cf3a,12031.17,1,0.0,True
B1542,P1232,SJ053,2025-12-13 11:37:36.952,PENDING,14F,False,5fa533689d513d3a,,0,,False
B1543,P1393,SJ241,2025-06-16 11:37:36.952,CANCELLED,4F,False,394160c3a2f7dd4a,3207.85,1,0.0,True
B1544,P1500,AI249,2025-09-01 11:37:36.952,CANCELLED,16A,False,1aad9a4b73e1073c,12003.06,2,0.0,True
B1545,P1694,AI176,2026-03-08 11:37:36.952,PENDING,8A,False,3ceb35ff632bcd38,17736.33,2,0.0,True
B1546,P1250,SJ234,2026-04-02 11:37:36.952,PENDING,32B,False,162c4ab114e6a632,,0,,False
B1547,P1520,6F115,2025-04-18 11:37:36.952,PENDING,16C,False,35064f8974421f58,,0,,False
B1548,P1078,AI020,2025-10-04 11:37:36.952,CONFIRMED,7E,False,2034f823580c7e0c,,0,,False
B1549,P1051,AI020,2025-12-16 11:37:36.952,CONFIRMED,24A,False,222dfcbac2cace60,,0,,False
B1550,P1897,6F079,2025-12-06 11:37:36.952,CONFIRMED,10D,False,03ee5096ab03065b,,0,,False
B1551,P1920,6F104,2025-11-14 11:37:36.952,UNKNOWN,8E,True,fbe6dc3ae151da65,,0,,False
B1552,P1780,UK046,2026-02-06 11:37:36.952,PENDING,32D,False,9ce003ce98090307,12589.6,1,0.0,True
B1553,P1225,SJ217,2025-11-15 11:37:36.952,CONFIRMED,33D,False,a5dd9aed9e0b5642,1883.33,1,0.0,True
B1554,P1050,6F142,2025-08-26 11:37:36.952,CANCELLED,8D,False,a25b62c6e832bd47,,0,,False
B1555,P1185,SJ139,2026-04-04 11:37:36.952,CONFIRMED,3B,False,439e381ff9259bec,13344.12,1,0.0,True
B1556,P1033,6F059,2026-01-18 11:37:36.952,CANCELLED,31D,False,658c5ba5ba4b24f6,,0,,False
B1557,P1802,6F067,2025-08-10 11:37:36.952,PENDING,17A,False,d610f3c374911f64,17708.74,2,0.0,True
B1558,P1741,AI007,2025-08-07 11:37:36.952,PENDING,27A,False,f6a4bc3629a9fd04,15597.73,2,0.0,True
B1559,P1130,UK202,2026-01-20 11:37:36.952,CONFIRMED,5F,False,ea0f2ef5601ae774,3622.91,1,0.0,True
B1560,P1631,AI200,2026-03-07 11:37:36.952,CONFIRMED,18C,False,9fcff788a912d44c,,0,,False
B1561,P1442,UK172,2026-01-27 11:37:36.952,PENDING,18C,False,ff9c9c5fa3db2504,11507.31,2,0.0,True
B1562,P1837,6F214,2025-05-01 11:37:36.952,CONFIRMED,10B,False,24de9d97b270f2d3,6572.09,1,0.0,True
B1563,P1758,UK037,2025-09-11 11:37:36.952,PENDING,27B,False,e0a20dfe046fdd38,,0,,False
B1564,P1431,AI022,2025-08-14 11:37:36.952,PENDING,17F,False,e57235d3f6083626,3514.52,1,0.0,True
B1565,P1703,AI243,2026-02-06 11:37:36.952,CANCELLED,20D,False,45ce7c73bec24f71,7243.49,2,0.0,True
B1566,P1496,SJ174,2025-10-08 11:37:36.952,CONFIRMED,29F,False,5f9c8423a4ab4d7c,26394.47,2,0.0,True
B1567,P1402,SJ079,2025-11-13 11:37:36.952,PENDING,9A,False,ca728f4999a3d423,10982.24,1,0.0,True
B1568,P1322,UK097,2025-12-21 11:37:36.952,CONFIRMED,21A,False,1e876e28a6db990e,,1,1.0,True
B1569,P1209,AI013,2025-12-26 11:37:36.952,CANCELLED,14E,False,976b93304692c606,,0,,False
B1570,P1614,UK196,2025-11-21 11:37:36.952,CANCELLED,25E,False,74ba72ece816463e,15054.77,2,0.0,True
B1571,P1328,SJ213,2025-11-06 11:37:36.952,CONFIRMED,2C,False,423c4e75ebec3df3,,0,,False
B1572,P1371,UK119,2025-05-26 11:37:36.952,CONFIRMED,5D,False,4971cd32faab251d,13849.86,2,1.0,True
B1573,P1459,AI043,2026-03-18 11:37:36.952,PENDING,19B,False,424fabbeeaddae28,7629.97,1,0.0,True
B1574,P1132,AI043,2025-04-29 11:37:36.952,CANCELLED,18A,False,c35f117f369e7400,13905.05,1,0.0,True
B1575,P1834,AI143,2025-06-16 11:37:36.952,CANCELLED,2B,False,ad0aa5360fe4accf,12516.91,1,0.0,True
B1576,P1650,SJ032,2025-10-20 11:37:36.952,UNKNOWN,6F,True,2af688612b4cc387,,1,1.0,True
B1577,P1120,6F050,2026-01-24 11:37:36.952,CONFIRMED,23A,False,4e072999735408a8,,0,,False
B1578,P1605,AI134,2025-12-25 11:37:36.952,PENDING,6B,False,d5b1e37344081671,4097.69,3,1.0,True
B1579,P1451,6F182,2025-04-24 11:37:36.952,CONFIRMED,28E,False,9749e03295a14ee9,9444.1,2,0.0,True
B1580,P1964,SJ086,2025-10-08 11:37:36.952,CONFIRMED,20D,False,bbbabf38bd90f00a,26625.06,3,0.0,True
B1581,P1128,6F170,2025-08-06 11:37:36.952,CONFIRMED,3D,False,af4a6f1ba6d3f9df,9514.99,2,1.0,True
B1582,P1090,UK168,2025-04-24 11:37:36.952,PENDING,34B,False,f93e1fede80f82a1,13552.0,1,0.0,True
B1583,P1603,SJ072,2026-02-22 11:37:36.952,UNKNOWN,33D,True,aafa335a743e28d6,,0,,False
B1584,P1574,UK075,2025-04-28 11:37:36.952,CANCELLED,21C,False,4ca7b34dea5063be,26466.88,2,0.0,True
B1585,P1028,6F233,2026-01-08 11:37:36.952,CANCELLED,1C,False,64879b34657e17ed,23517.7,3,1.0,True
B1586,P1721,SJ143,2025-11-13 11:37:36.952,CANCELLED,25B,False,165c83e89ab0932f,,0,,False
B1587,P1523,SJ246,2025-06-28 11:37:36.952,PENDING,34E,False,3da7ff4dcab18a31,11740.35,1,0.0,True
B1588,P1332,SJ247,2025-11-04 11:37:36.952,CONFIRMED,10B,False,5ed0373ff0fbb448,12810.22,1,0.0,True
B1589,P1296,UK157,2025-08-31 11:37:36.952,PENDING,3D,False,f202869918724f5d,29432.76,3,0.0,True
B1590,P1129,UK069,2026-04-01 11:37:36.952,CONFIRMED,25B,False,ff627f9618dbaf99,1015.84,1,0.0,True
B1591,P1292,AI106,2025-11-20 11:37:36.952,CANCELLED,8A,False,82304294df07a5bf,16833.8,2,0.0,True
B1592,P1172,UK085,2025-11-17 11:37:36.952,CONFIRMED,24F,False,8daab23d94c0e9e0,,0,,False
B1593,P1719,6F087,2025-09-24 11:37:36.952,UNKNOWN,1A,True,a8644a4d277945e0,,0,,False
B1594,P1943,AI067,2025-06-01 11:37:36.952,CONFIRMED,25E,False,0b61c09cdecb0c4d,1448.88,1,0.0,True
B1595,P1023,6F226,2026-01-07 11:37:36.952,PENDING,4E,False,5ac2da18b99a9876,24869.85,2,0.0,True
B1596,P1098,SJ210,2025-12-20 11:37:36.952,CONFIRMED,15E,False,04ededb881794496,18020.9,2,0.0,True
B1597,P1405,6F269,2025-10-23 11:37:36.952,CONFIRMED,33A,False,6aa6bf8214d00df3,19192.26,2,0.0,True
B1598,P1355,UK013,2026-01-02 11:37:36.952,CONFIRMED,11B,False,313b2b9fb4f4f7b3,15978.23,2,0.0,True
B1599,P1138,UK013,2025-09-30 11:37:36.952,PENDING,9E,False,bd31f1a68d4f5ca2,,0,,False
B1600,P1502,UK143,2025-07-20 11:37:36.952,PENDING,2C,False,7bf45facf993c820,24083.25,2,0.0,True
B1601,P1825,6F262,2025-09-07 11:37:36.952,PENDING,28D,False,421924a62a553244,,0,,False
B1602,P1173,6F042,2025-07-07 11:37:36.952,UNKNOWN,2A,True,eab3ea7b2baff024,4028.21,1,0.0,True
B1603,P1028,SJ118,2025-12-06 11:37:36.952,CANCELLED,17E,False,e6847954c043b7e6,,0,,False
B1604,P1930,SJ118,2025-11-17 11:37:36.952,CANCELLED,3C,False,57d0120b310c6eea,,0,,False
B1605,P1495,SJ082,2025-10-03 11:37:36.952,CANCELLED,6C,False,603846150feca783,,1,1.0,True
B1606,P1654,6F015,2025-07-18 11:37:36.952,CONFIRMED,23E,False,9a6dd62f3c6f2b6b,21087.41,3,0.0,True
B1607,P1827,AI101,2026-02-02 11:37:36.952,UNKNOWN,30F,True,3144d93a99cb39c4,13086.08,2,0.0,True
B1608,P1350,SJ110,2025-06-28 11:37:36.952,CANCELLED,10B,False,1e34b065322f40f8,,0,,False
B1609,P1553,SJ042,2025-10-21 11:37:36.952,CANCELLED,19D,False,6fccd44ee8e457ca,,0,,False
B1610,P1298,6F145,2025-10-13 11:37:36.952,CONFIRMED,27A,False,05572d0fe52b1051,5809.44,1,0.0,True
B1611,P1719,UK029,2026-01-05 11:37:36.952,CANCELLED,14C,False,853fca2255bf1e89,22397.64,2,0.0,True
B1612,P1841,SJ200,2025-04-18 11:37:36.952,CANCELLED,28C,False,57041f9355636a87,,0,,False
B1613,P1944,SJ209,2026-01-29 11:37:36.952,CONFIRMED,6A,False,9bb6f964f1d8e0de,16309.3,2,0.0,True
B1614,P1191,AI116,2025-05-11 11:37:36.952,UNKNOWN,30B,True,4561d7f8450c3485,8965.77,2,0.0,True
B1615,P1671,6F117,2025-05-23 11:37:36.952,CANCELLED,33B,False,bc33678d37e6cf49,13670.64,2,0.0,True
B1616,P1063,SJ181,2025-12-23 11:37:36.952,PENDING,17A,False,60238c75c4d4e7c9,,0,,False
B1617,P1754,AI070,2025-05-10 11:37:36.952,UNKNOWN,18A,True,59d099e725a9912e,12237.51,1,0.0,True
B1618,P1769,AI070,2026-01-19 11:37:36.952,CONFIRMED,1B,False,4472400b7d9f2918,6904.57,1,0.0,True
B1619,P1663,UK042,2026-02-05 11:37:36.952,PENDING,13A,False,ee871737a12cd838,33652.61,3,0.0,True
B1620,P1214,AI169,2026-02-24 11:37:36.952,PENDING,1B,False,1f5f845f72630c7e,33808.97,4,0.0,True
B1621,P1833,6F021,2025-12-21 11:37:36.952,PENDING,27A,False,dd4b003f6b5f0668,11805.25,2,0.0,True
B1622,P1165,SJ046,2025-06-23 11:37:36.952,PENDING,19F,False,cad77cebcca28466,36638.7,3,0.0,True
B1623,P1542,AI211,2025-08-17 11:37:36.952,CANCELLED,22B,False,c531da47b23e5dfa,37128.79,4,0.0,True
B1624,P1882,SJ091,2025-12-20 11:37:36.952,CANCELLED,34F,False,52765e3a1f0ea146,,0,,False
B1625,P1231,AI123,2026-04-05 11:37:36.952,PENDING,7D,False,6eaa3f4aa9b3535a,,0,,False
B1626,P1793,6F053,2025-04-17 11:37:36.952,CANCELLED,25C,False,5a775776a18ed400,7859.04,1,0.0,True
B1627,P1540,UK012,2026-01-09 11:37:36.952,PENDING,27E,False,52712705ba177f61,23952.61,2,0.0,True
B1628,P1194,6F023,2025-11-25 11:37:36.952,PENDING,33A,False,02794e47c5fa606e,1971.53,1,0.0,True
B1629,P1505,AI250,2026-01-02 11:37:36.952,CONFIRMED,11A,False,48078f62e59bfb11,,0,,False
B1630,P1333,AI238,2026-04-07 11:37:36.952,PENDING,26F,False,81172d5088d954e7,11475.88,1,0.0,True
B1631,P1767,UK096,2026-02-17 11:37:36.952,CANCELLED,24F,False,69a8131cd8231d2f,17514.41,2,0.0,True
B1632,P1792,UK126,2026-03-30 11:37:36.952,PENDING,1D,False,e6c4f772832d9abb,11397.25,1,0.0,True
B1633,P1303,SJ195,2025-08-30 11:37:36.952,CONFIRMED,8E,False,1c5efe1d76089699,,0,,False
B1634,P1832,SJ171,2025-12-25 11:37:36.952,CANCELLED,1C,False,ff99a6e2cab43a26,,0,,False
B1635,P1436,AI136,2025-08-14 11:37:36.952,UNKNOWN,7C,True,916d83e35f7d28e0,,0,,False
B1636,P1322,SJ192,2025-05-27 11:37:36.952,CONFIRMED,22B,False,6ea4848c2bfcc5d6,14700.1,1,0.0,True
B1637,P1501,6F035,2025-12-01 11:37:36.952,PENDING,27C,False,ed45f5f9c546893b,25470.66,3,0.0,True
B1638,P1857,UK088,2026-02-23 11:37:36.952,CONFIRMED,22C,False,78376f0ef0a7db83,,0,,False
B1639,P1913,6F009,2025-09-14 11:37:36.952,CONFIRMED,24E,False,b873c1d68d287aab,6069.3,2,0.0,True
B1640,P1392,6F004,2026-01-28 11:37:36.952,CANCELLED,30B,False,d3df90295cbac55e,,0,,False
B1641,P1805,UK122,2026-03-27 11:37:36.952,UNKNOWN,28D,True,af6fc84a3ec7a7db,14953.42,1,0.0,True
B1642,P1598,AI251,2026-02-15 11:37:36.952,PENDING,4E,False,5ebb269543b202e7,6919.99,1,0.0,True
B1643,P1148,AI027,2026-02-04 11:37:36.952,PENDING,14A,False,54ac11b40dea5789,,0,,False
B1644,P1760,SJ165,2025-10-20 11:37:36.952,PENDING,20E,False,1eb342943abcf280,10406.49,1,0.0,True
B1645,P1832,UK081,2025-08-16 11:37:36.952,CONFIRMED,17D,False,540b22f06c09362c,2308.55,1,0.0,True
B1646,P1404,UK191,2025-09-27 11:37:36.952,CANCELLED,28C,False,dd55bbe8aee205f2,22654.88,2,0.0,True
B1647,P1282,SJ188,2025-11-06 11:37:36.952,PENDING,14F,False,9d0d007128c6efb2,17320.63,2,0.0,True
B1648,P1361,6F016,2025-08-09 11:37:36.952,CONFIRMED,33D,False,da1276cf48285c0e,3484.04,1,0.0,True
B1649,P1378,6F064,2026-04-05 11:37:36.952,PENDING,4F,False,5340b61035c964ea,28108.05,2,0.0,True
B1650,P1197,SJ105,2026-04-03 11:37:36.952,UNKNOWN,10D,True,2d4bd2d5997bcb61,,0,,False
B1651,P1555,SJ054,2025-09-09 11:37:36.952,CANCELLED,21B,False,147d5989b1a56bbe,6941.55,1,0.0,True
B1652,P1355,6F197,2025-12-19 11:37:36.952,PENDING,23C,False,9ba99e635410dea7,21520.53,4,0.0,True
B1653,P1539,AI040,2026-03-26 11:37:36.952,CANCELLED,31B,False,8041a4dacd9ba00b,10350.94,1,0.0,True
B1654,P1428,AI131,2025-08-14 11:37:36.952,UNKNOWN,31A,True,49dd91f18f509815,12116.85,1,0.0,True
B1655,P1016,6F141,2025-10-09 11:37:36.952,PENDING,7D,False,c3d138dca9085854,,0,,False
B1656,P1638,UK035,2025-05-12 11:37:36.952,CONFIRMED,26E,False,d24bddb54dc73f4a,9174.46,1,0.0,True
B1657,P1378,AI005,2025-08-28 11:37:36.952,CONFIRMED,12B,False,a9e485e95c84012b,11326.44,1,0.0,True
B1658,P1679,AI001,2025-06-22 11:37:36.952,CONFIRMED,18D,False,53f4e1ccf4d22245,,0,,False
B1659,P1505,UK211,2026-01-17 11:37:36.952,PENDING,6D,False,2dda2fc8ebe78b70,,0,,False
B1660,P1755,SJ189,2026-04-04 11:37:36.952,CANCELLED,12D,False,1ee2eb5ace31b17e,5033.75,2,1.0,True
B1661,P1898,UK006,2025-04-21 11:37:36.952,PENDING,18D,False,f635178b8ac0cb5a,20979.51,2,0.0,True
B1662,P1075,6F189,2025-10-13 11:37:36.952,CONFIRMED,17A,False,f813804f1c594a88,9168.1,1,0.0,True
B1663,P1230,AI133,2025-05-16 11:37:36.952,CANCELLED,15B,False,b5d8b28f901a8af7,66885.47,6,0.0,True
B1664,P1715,SJ216,2025-11-08 11:37:36.952,CONFIRMED,25B,False,72434026f934046a,,0,,False
B1665,P1961,SJ133,2026-03-04 11:37:36.952,CANCELLED,29D,False,d4d44a509dc57420,13434.66,1,0.0,True
B1666,P1247,UK082,2026-03-05 11:37:36.952,PENDING,32C,False,97974226edd80e20,4184.87,1,0.0,True
B1667,P1301,6F136,2026-02-16 11:37:36.952,CANCELLED,32C,False,1b7050bfd884c3a0,,0,,False
B1668,P1725,6F039,2025-04-30 11:37:36.952,PENDING,3B,False,8fe67c38eba79b06,,0,,False
B1669,P1214,AI011,2025-06-16 11:37:36.952,CONFIRMED,3E,False,16304f86fcccc31d,,0,,False
B1670,P1157,SJ225,2025-05-12 11:37:36.952,CANCELLED,16C,False,e656389c9722d105,,0,,False
B1671,P1068,SJ024,2025-07-08 11:37:36.952,CONFIRMED,22C,False,9f2d1bc404b59fd8,,0,,False
B1672,P1392,AI109,2025-08-01 11:37:36.952,CANCELLED,14E,False,84a033b29ae47ca6,6895.9,1,0.0,True
B1673,P1084,AI147,2025-06-12 11:37:36.952,UNKNOWN,28B,True,c752ea373f2a862c,,0,,False
B1674,P1266,UK057,2025-11-03 11:37:36.952,CANCELLED,18C,False,deb6d32cfccf8454,,0,,False
B1675,P1068,6F111,2025-08-01 11:37:36.952,CANCELLED,9A,False,aca29e28e196435f,,0,,False
B1676,P1610,AI197,2026-04-14 11:37:36.952,PENDING,24C,False,6db168dcd4cbcf48,26552.82,2,0.0,True
B1677,P1346,UK127,2026-01-31 11:37:36.952,PENDING,29C,False,936a1efe53997aa0,19599.18,2,0.0,True
B1678,P1961,6F240,2025-12-31 11:37:36.952,PENDING,24B,False,18fa1628ccec57e6,3831.88,1,0.0,True
B1679,P1727,6F257,2025-08-17 11:37:36.952,CANCELLED,25A,False,18b083258f079e75,,0,,False
B1680,P1926,AI253,2026-03-19 11:37:36.952,UNKNOWN,11F,True,1c85e4139181d2a5,,0,,False
B1681,P1672,SJ135,2026-04-02 11:37:36.952,CANCELLED,15C,False,c132027acfef1eaa,26057.93,2,0.0,True
B1682,P1422,UK112,2025-07-10 11:37:36.952,CANCELLED,20B,False,2275cba1d5ca9bb7,2916.86,1,0.0,True
